iter	Passed	Remaining
1713	4700	784
1714	4707	782
1715	4711	779
1716	4714	777
1717	4717	774
1718	4720	771
1719	4723	768
1720	4726	766
1721	4730	763
1722	4737	761
1723	4740	758
1724	4744	756
1725	4747	753
1726	4750	750
1727	4754	748
1728	4758	745
1729	4761	743
1730	4764	740
1731	4767	737
1732	4771	735
1733	4774	732
1734	4777	729
1735	4780	726
1736	4784	724
1737	4787	721
1738	4790	719
1739	4793	716
1740	4796	713
1741	4798	710
1742	4801	707
1743	4804	705
1744	4807	702
1745	4809	699
1746	4812	696
1747	4815	694
1748	4817	691
1749	4820	688
1750	4822	685
1751	4825	683
1752	4828	680
1753	4831	677
1754	4833	674
1755	4836	672
1756	4838	669
1757	4841	666
1758	4843	663
1759	4846	660
1760	4849	658
1761	4851	655
1762	4854	652
1763	4856	649
1764	4859	647
1765	4861	644
1766	4864	641
1767	4867	638
1768	4870	635
1769	4873	633
1770	4878	630
1771	4880	628
1772	4883	625
1773	4886	622
1774	4889	619
1775	4892	617
1776	4894	614
1777	4897	611
1778	4900	608
1779	4902	605
1780	4905	603
1781	4908	600
1782	4910	597
1783	4913	594
1784	4916	592
1785	4919	589
1786	4921	586
1787	4924	583
1788	4926	581
1789	4929	578
1790	4931	575
1791	4934	572
1792	4937	570
1793	4940	567
1794	4942	564
1795	4944	561
1796	4947	558
1797	4950	556
1798	4952	553
1799	4955	550
1800	4957	547
1801	4960	545
1802	4963	542
1803	4966	539
1804	4969	536
1805	4971	534
1806	4974	531
1807	4976	528
1808	4979	525
1809	4981	522
1810	4984	520
1811	4987	517
1812	4989	514
1813	4992	511
1814	4995	509
1815	4998	506
1816	5000	503
1817	5003	500
1818	5006	498
1819	5008	495
1820	5011	492
1821	5014	489
1822	5017	487
1823	5019	484
1824	5022	481
1825	5025	478
1826	5027	476
1827	5030	473
1828	5032	470
1829	5035	467
1830	5038	465
1831	5041	462
1832	5043	459
1833	5046	456
1834	5048	453
1835	5051	451
1836	5054	448
1837	5056	445
1838	5059	442
1839	5062	440
1840	5065	437
1841	5067	434
1842	5070	431
1843	5072	429
1844	5075	426
1845	5077	423
1846	5080	420
1847	5083	418
1848	5085	415
1849	5088	412
1850	5090	409
1851	5093	407
1852	5095	404
1853	5098	401
1854	5100	398
1855	5103	395
1856	5105	393
1857	5108	390
1858	5110	387
1859	5113	384
1860	5115	382
1861	5118	379
1862	5120	376
1863	5123	373
1864	5125	371
1865	5128	368
1866	5131	365
1867	5133	362
1868	5135	359
1869	5138	357
1870	5141	354
1871	5144	351
1872	5146	348
1873	5149	346
1874	5152	343
1875	5154	340
1876	5158	338
1877	5160	335
1878	5163	332
1879	5165	329
1880	5168	326
1881	5171	324
1882	5173	321
1883	5176	318
1884	5178	315
1885	5181	313
1886	5183	310
1887	5186	307
1888	5188	304
1889	5191	302
1890	5195	299
1891	5198	296
1892	5201	294
1893	5204	291
1894	5208	288
1895	5211	285
1896	5214	283
1897	5217	280
1898	5220	277
1899	5224	274
1900	5227	272
1901	5230	269
1902	5234	266
1903	5237	264
1904	5240	261
1905	5243	258
1906	5246	255
1907	5249	253
1908	5252	250
1909	5256	247
1910	5260	245
1911	5263	242
1912	5267	239
1913	5270	236
1914	5273	234
1915	5276	231
1916	5279	228
1917	5282	225
1918	5285	223
1919	5289	220
1920	5291	217
1921	5294	214
1922	5298	212
1923	5301	209
1924	5304	206
1925	5306	203
1926	5309	201
1927	5312	198
1928	5314	195
1929	5317	192
1930	5320	190
1931	5322	187
1932	5325	184
1933	5328	181
1934	5330	179
1935	5333	176
1936	5335	173
1937	5338	170
1938	5341	168
1939	5343	165
1940	5346	162
1941	5349	159
1942	5351	157
1943	5354	154
1944	5357	151
1945	5359	148
1946	5362	145
1947	5364	143
1948	5367	140
1949	5370	137
1950	5372	134
1951	5375	132
1952	5378	129
1953	5381	126
1954	5384	123
1955	5387	121
1956	5390	118
1957	5393	115
1958	5396	112
1959	5399	110
1960	5402	107
1961	5404	104
1962	5407	101
1963	5409	99
1964	5412	96
1965	5415	93
1966	5417	90
1967	5420	88
1968	5423	85
1969	5425	82
1970	5428	79
1971	5431	77
1972	5433	74
1973	5436	71
1974	5439	68
1975	5441	66
1976	5444	63
1977	5447	60
1978	5450	57
1979	5453	55
1980	5455	52
1981	5458	49
1982	5461	46
1983	5464	44
1984	5466	41
1985	5469	38
1986	5472	35
1987	5474	33
1988	5477	30
1989	5480	27
1990	5482	24
1991	5485	22
1992	5488	19
1993	5490	16
1994	5493	13
1995	5496	11
1996	5498	8
1997	5501	5
1998	5504	2
1999	5506	0
