iter	RMSE
1677	866.2652069
1678	866.1739163
1679	866.070779
1680	866.0384122
1681	865.9415167
1682	865.8420477
1683	865.8144777
1684	865.7270938
1685	865.6017595
1686	865.5058407
1687	865.4546965
1688	865.2821601
1689	865.1858697
1690	865.0581843
1691	864.9888504
1692	864.9322987
1693	864.8482969
1694	864.7822692
1695	864.6925631
1696	864.530857
1697	864.442695
1698	864.3149792
1699	864.177765
1700	864.10103
1701	863.9518049
1702	863.8567704
1703	863.7012894
1704	863.6113474
1705	863.5426465
1706	863.4940794
1707	863.4359882
1708	863.4014295
1709	863.3298076
1710	863.2956088
1711	863.1411022
1712	863.0361189
1713	862.9154695
1714	862.8405616
1715	862.7516597
1716	862.6897785
1717	862.6204603
1718	862.4390126
1719	862.3512705
1720	862.272199
1721	862.1878141
1722	861.9805972
1723	861.8746932
1724	861.7766766
1725	861.6963785
1726	861.6382263
1727	861.5473219
1728	861.4278704
1729	861.3633452
1730	861.2446289
1731	861.1187224
1732	861.0767639
1733	861.0298731
1734	860.9602782
1735	860.9153844
1736	860.8090553
1737	860.7431347
1738	860.6196704
1739	860.5099788
1740	860.4485742
1741	860.3864224
1742	860.2820717
1743	860.2137762
1744	860.1329703
1745	860.0249301
1746	859.915377
1747	859.8563265
1748	859.7947326
1749	859.6561256
1750	859.5458933
1751	859.4486322
1752	859.3285933
1753	859.2560109
1754	859.1173721
1755	858.9970018
1756	858.9133042
1757	858.8491464
1758	858.7089284
1759	858.6033896
1760	858.4476212
1761	858.3476781
1762	858.2553788
1763	858.1041808
1764	857.9809532
1765	857.9180433
1766	857.8812907
1767	857.7446799
1768	857.6766992
1769	857.5525272
1770	857.4650706
1771	857.376947
1772	857.2532806
1773	857.1349282
1774	857.0573645
1775	857.0078882
1776	856.9828072
1777	856.8999586
1778	856.8019568
1779	856.7700291
1780	856.6843394
1781	856.6283837
1782	856.5267422
1783	856.4529716
1784	856.3461702
1785	856.2935279
1786	856.2354944
1787	856.1780578
1788	856.1105216
1789	856.0344636
1790	855.9877873
1791	855.9028422
1792	855.7540822
1793	855.6712757
1794	855.6118336
1795	855.4898725
1796	855.4561823
1797	855.3903016
1798	855.2869754
1799	855.2042514
1800	855.0987951
1801	854.9984021
1802	854.9233073
1803	854.7883614
1804	854.6875862
1805	854.5506571
1806	854.447707
1807	854.3149388
1808	854.1678583
1809	854.1359942
1810	854.0457067
1811	853.9663567
1812	853.8934918
1813	853.7699494
1814	853.7118181
1815	853.6342207
1816	853.516732
1817	853.4052775
1818	853.3679824
1819	853.2812138
1820	853.2174497
1821	853.0818215
1822	852.9852337
1823	852.8631712
1824	852.8083352
1825	852.6999789
1826	852.6352228
1827	852.5260912
1828	852.4009089
1829	852.3263145
1830	852.2242579
1831	852.1065224
1832	852.0173238
1833	851.9103319
1834	851.7745199
1835	851.6816705
1836	851.6093026
1837	851.4924874
1838	851.384444
1839	851.3458775
1840	851.2270092
1841	851.1023273
1842	851.0344348
1843	850.9808884
1844	850.9068354
1845	850.8314109
1846	850.6962756
1847	850.5705826
1848	850.4712088
1849	850.3954372
1850	850.3296603
1851	850.2492245
1852	850.1269376
1853	850.0398644
1854	849.9598887
1855	849.867508
1856	849.7100169
1857	849.6368957
1858	849.4975483
1859	849.4040302
1860	849.2872556
1861	849.2266977
1862	849.1566314
1863	849.0696154
1864	848.8597441
1865	848.7515202
1866	848.6333173
1867	848.5542195
1868	848.4223034
1869	848.3144745
1870	848.2676382
1871	848.1718216
1872	848.0888996
1873	848.025051
1874	847.9078326
1875	847.8259951
1876	847.7508455
1877	847.6158799
1878	847.4804896
1879	847.3797325
1880	847.2872136
1881	847.2030647
1882	847.0709296
1883	846.9728209
1884	846.8647519
1885	846.7772711
1886	846.6427779
1887	846.5403229
1888	846.4582625
1889	846.4156136
1890	846.350123
1891	846.2439328
1892	846.1696495
1893	846.0884233
1894	846.0210149
1895	845.9025767
1896	845.8416656
1897	845.706332
1898	845.582126
1899	845.5056875
1900	845.4512816
1901	845.2917237
1902	845.2013557
1903	845.0972015
1904	845.0140497
1905	844.894112
1906	844.7897667
1907	844.7350394
1908	844.6700723
1909	844.6274286
1910	844.5701533
1911	844.4873207
1912	844.4473556
1913	844.3371377
1914	844.2429141
1915	844.1742508
1916	844.1316691
1917	844.1042769
1918	844.0525903
1919	843.9934098
1920	843.9645802
1921	843.827514
1922	843.7905375
1923	843.7157172
1924	843.6241555
1925	843.4326428
1926	843.3742092
1927	843.2435209
1928	843.1465416
1929	843.0473719
1930	842.94655
1931	842.8387774
1932	842.7531777
1933	842.6398762
1934	842.5316555
1935	842.4036906
1936	842.3057331
1937	842.2657659
1938	842.207207
1939	842.1230774
1940	841.9816152
1941	841.9205431
1942	841.8744313
1943	841.7994458
1944	841.6683607
1945	841.6314642
1946	841.5517208
1947	841.4682482
1948	841.2762856
1949	841.2062498
1950	841.1090988
1951	841.0481864
1952	840.9188275
1953	840.8653057
1954	840.7596668
1955	840.7107561
1956	840.6186397
1957	840.4934977
1958	840.4599133
1959	840.3866477
1960	840.2657782
1961	840.1509792
1962	840.1027867
1963	839.9767532
1964	839.8775818
1965	839.7881506
1966	839.7616592
1967	839.6510958
1968	839.6197407
1969	839.5676114
1970	839.3832103
1971	839.3451736
1972	839.2008091
1973	839.1243126
1974	839.0312971
1975	838.9753279
1976	838.8524779
1977	838.8148747
1978	838.7576969
1979	838.6560424
1980	838.5485726
1981	838.4595687
1982	838.3764826
1983	838.2608886
1984	838.1722728
1985	838.0400093
1986	837.9817699
1987	837.9216136
1988	837.8365321
1989	837.7728759
1990	837.6497834
1991	837.5376464
1992	837.4020443
1993	837.3230697
1994	837.2536962
1995	837.1727098
1996	837.0618927
1997	836.9957329
1998	836.9099727
1999	836.8177061
